City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Peleduy,RU,2020-11-08 16:58:19,59.63,112.74,12.27,94,99,2.84
286,Vila Do Maio,CV,2020-11-08 16:58:19,15.13,-23.22,87.8,52,40,19.46
287,Tual,ID,2020-11-08 16:58:19,-5.67,132.75,83.05,74,92,6.4
288,Ketchikan,US,2020-11-08 16:57:33,55.34,-131.65,33.8,100,1,3.36
289,Ola,RU,2020-11-08 16:58:19,59.58,151.28,10.38,86,95,17.13
290,Tromso,NO,2020-11-08 16:58:19,69.65,18.96,37.4,74,90,19.46
291,Saryagash,KZ,2020-11-08 16:58:20,41.45,69.17,53.6,58,40,13.87
292,Narsaq,GL,2020-11-08 16:58:20,60.92,-46.05,33.8,86,100,8.05
293,Chincha Alta,PE,2020-11-08 16:58:20,-13.41,-76.13,69.8,68,40,16.11
294,Amberley,US,2020-11-08 16:58:20,39.2,-84.43,75.0,43,1,4.7
295,Guerrero Negro,MX,2020-11-08 16:58:20,27.98,-114.06,66.99,53,22,16.37
296,Bilibino,RU,2020-11-08 16:58:20,68.05,166.44,-3.1,89,100,1.5
297,Yetkul,RU,2020-11-08 16:58:20,54.82,61.59,37.4,59,40,20.13
298,Key Largo,US,2020-11-08 16:54:04,25.09,-80.45,77.0,73,100,20.0
299,Trelew,AR,2020-11-08 16:57:10,-43.25,-65.31,86.11,14,93,11.97
300,Gladstone,AU,2020-11-08 16:58:21,-23.85,151.25,69.8,60,90,8.05
301,Lake Havasu City,US,2020-11-08 16:58:21,34.48,-114.32,57.2,49,1,16.11
302,Husavik,IS,2020-11-08 16:58:21,66.04,-17.34,33.8,74,0,5.82
303,La Asuncion,VE,2020-11-08 16:58:21,11.03,-63.86,95.0,53,34,14.99
304,Comodoro Rivadavia,AR,2020-11-08 16:55:24,-45.87,-67.5,77.0,36,0,12.75
305,Ayagoz,KZ,2020-11-08 16:58:21,47.97,80.44,50.02,38,100,8.46
306,Whakatane,NZ,2020-11-08 16:58:22,-37.96,176.99,54.0,94,99,5.99
307,Junagarh,IN,2020-11-08 16:58:22,19.87,82.93,62.74,62,0,1.9
308,Muravlenko,RU,2020-11-08 16:58:22,63.79,74.52,25.36,98,100,5.12
309,Sassandra,CI,2020-11-08 16:58:22,4.95,-6.08,80.83,84,72,7.49
310,Hasaki,JP,2020-11-08 16:58:22,35.73,140.83,59.0,58,75,8.05
311,Honiara,SB,2020-11-08 16:58:22,-9.43,159.95,75.2,94,20,3.67
312,Yining,CN,2020-11-08 16:58:22,29.04,114.56,51.1,61,0,2.01
313,Tessaoua,NE,2020-11-08 16:58:23,13.76,7.99,83.66,15,0,8.37
314,Pochutla,MX,2020-11-08 16:58:23,15.74,-96.47,89.01,62,40,4.47
315,Port Shepstone,ZA,2020-11-08 16:58:23,-30.74,30.45,72.3,88,21,14.36
316,Grand-Santi,GF,2020-11-08 16:58:23,4.25,-54.38,92.28,45,70,5.88
317,Mastic Beach,US,2020-11-08 16:55:51,40.77,-72.85,75.2,31,1,5.82
318,Along,IN,2020-11-08 16:58:23,28.17,94.77,57.76,58,0,2.08
319,Xicotencatl,MX,2020-11-08 16:58:23,23.02,-98.88,81.0,68,34,8.01
320,Saint-Georges,GD,2020-11-08 16:58:23,12.06,-61.75,86.0,74,20,23.04
321,Saldanha,ZA,2020-11-08 16:58:24,-33.01,17.94,64.4,55,23,10.29
322,Acapulco,MX,2020-11-08 16:58:24,16.86,-99.89,86.0,70,5,4.05
323,Gamba,GA,2020-11-08 16:54:08,-2.65,10.0,76.59,88,100,9.37
324,Samana,DO,2020-11-08 16:58:24,19.21,-69.34,86.0,79,40,9.17
325,Souillac,MU,2020-11-08 16:58:24,-20.52,57.52,73.4,94,40,10.29
326,Tura,IN,2020-11-08 16:58:24,25.52,90.22,66.27,76,0,4.03
327,Banjarmasin,ID,2020-11-08 16:58:24,-3.32,114.59,75.79,91,83,2.19
328,Kurilsk,RU,2020-11-08 16:58:25,45.23,147.88,37.72,77,85,11.05
329,Srednekolymsk,RU,2020-11-08 16:58:25,67.45,153.68,-4.36,92,93,5.59
330,Marsh Harbour,BS,2020-11-08 16:58:25,26.54,-77.06,77.7,85,100,37.11
331,Isangel,VU,2020-11-08 16:58:25,-19.55,169.27,75.34,84,58,15.68
332,Sao Gabriel Da Cachoeira,BR,2020-11-08 16:58:25,-0.13,-67.09,86.0,79,40,6.93
333,San Vicente,AR,2020-11-08 16:58:25,-26.62,-54.13,95.99,20,19,5.06
334,Bayanga,PH,2020-11-08 16:58:25,7.52,124.25,70.02,92,100,2.57
335,Aquiraz,BR,2020-11-08 16:58:25,-3.9,-38.39,87.8,58,40,20.8
336,Manica,FR,2020-11-08 16:58:25,49.0,-1.17,57.2,87,0,3.36
337,Saint-Augustin,CA,2020-11-08 16:58:26,51.23,-58.65,30.79,71,0,12.19
338,Porbandar,IN,2020-11-08 16:58:26,21.64,69.61,80.96,49,0,6.85
339,Yar-Sale,RU,2020-11-08 16:58:26,66.83,70.83,23.72,98,77,5.06
340,San Antonio,US,2020-11-08 16:54:29,29.42,-98.49,73.99,73,75,8.05
341,Nome,US,2020-11-08 16:57:31,64.5,-165.41,26.6,73,1,6.44
342,San Angelo,US,2020-11-08 16:56:23,31.46,-100.44,72.0,60,75,18.34
343,San Ramon,US,2020-11-08 16:54:44,37.78,-121.98,52.0,57,1,6.93
344,Pangnirtung,CA,2020-11-08 16:58:27,66.15,-65.71,9.28,76,74,2.57
345,Glenwood Springs,US,2020-11-08 16:58:27,39.55,-107.32,39.99,85,75,9.17
346,Kamaishi,JP,2020-11-08 16:58:27,39.27,141.88,42.44,64,4,13.78
347,Lungi,SL,2020-11-08 16:58:27,9.22,-12.68,83.35,78,59,5.28
348,Ilo,PE,2020-11-08 16:58:27,-17.64,-71.34,67.39,67,51,5.86
349,Powassan,CA,2020-11-08 16:58:27,46.03,-79.35,57.2,67,5,6.93
350,Haines Junction,CA,2020-11-08 16:58:27,60.75,-137.51,12.2,78,100,6.93
351,Hurghada,EG,2020-11-08 16:56:14,27.26,33.81,77.0,47,0,2.24
352,Mountain Home,US,2020-11-08 16:58:28,43.13,-115.69,30.2,94,90,8.05
353,Zeya,RU,2020-11-08 16:58:28,53.75,127.27,3.7,80,0,5.41
354,Hambantota,LK,2020-11-08 16:58:28,6.12,81.12,80.96,75,52,1.01
355,Senneterre,CA,2020-11-08 16:58:28,48.38,-77.23,57.2,76,40,9.17
356,Mount Gambier,AU,2020-11-08 16:58:28,-37.83,140.77,50.0,93,54,5.82
357,Lyudinovo,RU,2020-11-08 16:58:29,53.87,34.45,46.67,82,94,8.59
358,Yarmouth,US,2020-11-08 16:58:29,41.71,-70.23,66.2,55,1,8.05
359,Zelenogorskiy,RU,2020-11-08 16:58:29,55.03,87.0,46.4,61,0,8.95
360,Calvinia,ZA,2020-11-08 16:58:29,-31.47,19.78,54.3,73,55,15.93
361,Santa Lucia,ES,2020-11-08 16:58:29,27.91,-15.54,72.0,73,75,11.41
362,Vardo,NO,2020-11-08 16:58:30,70.37,31.11,33.8,86,0,32.21
363,Darhan,MN,2020-11-08 16:58:30,49.49,105.92,29.44,88,0,7.36
364,Hay River,CA,2020-11-08 16:58:30,60.82,-115.8,14.0,85,1,4.7
365,Grindavik,IS,2020-11-08 16:58:30,63.84,-22.43,39.2,86,75,19.46
366,Makurdi,NG,2020-11-08 16:58:30,7.74,8.51,84.92,45,75,2.46
367,Taybad,IR,2020-11-08 16:58:30,34.74,60.78,50.11,74,52,18.75
368,Duvan,RU,2020-11-08 16:58:30,55.7,57.9,35.55,85,100,15.86
369,Naples,IT,2020-11-08 16:58:31,40.83,14.25,64.0,82,0,8.05
370,Zhigalovo,RU,2020-11-08 16:58:31,54.81,105.16,28.53,95,35,2.44
371,Tiznit,MA,2020-11-08 16:58:31,29.58,-9.5,69.33,50,0,6.69
372,Hovd,MN,2020-11-08 16:58:31,48.01,91.64,28.89,88,0,0.76
373,Port Hardy,CA,2020-11-08 16:58:31,50.7,-127.42,41.0,74,20,6.93
374,Makakilo City,US,2020-11-08 16:58:31,21.35,-158.09,78.8,78,1,3.36
375,Tambo,PE,2020-11-08 16:58:31,-14.8,-73.92,52.61,44,32,2.19
376,Omboue,GA,2020-11-08 16:58:31,-1.57,9.26,76.17,91,100,7.61
377,Darnah,LY,2020-11-08 16:58:32,32.77,22.64,65.91,70,35,12.3
378,Songea,TZ,2020-11-08 16:58:32,-10.68,35.65,75.2,51,49,6.53
379,Oussouye,SN,2020-11-08 16:58:32,12.48,-16.55,98.6,59,0,6.93
380,Saint-Pierre,RE,2020-11-08 16:58:32,-21.34,55.48,75.2,73,0,16.11
381,Roseto Degli Abruzzi,IT,2020-11-08 16:58:32,42.67,14.02,57.2,82,0,2.24
382,Aleksandrovka,UA,2020-11-08 16:58:32,46.84,32.76,48.2,93,75,6.71
383,Aitape,PG,2020-11-08 16:58:32,-3.14,142.35,77.45,84,96,3.24
384,Heswall,GB,2020-11-08 16:58:32,53.33,-3.1,53.6,93,90,4.7
385,San Felipe,VE,2020-11-08 16:58:33,10.34,-68.74,86.22,70,91,2.1
386,Juba,SS,2020-11-08 16:58:33,4.85,31.58,75.52,80,100,3.36
387,Simao,CN,2020-11-08 16:58:33,22.79,100.97,58.42,93,18,2.08
388,Cairns,AU,2020-11-08 16:58:33,-16.92,145.77,78.8,74,75,11.41
389,Awbari,LY,2020-11-08 16:58:33,26.59,12.78,64.08,38,0,7.02
390,Port Blair,IN,2020-11-08 16:58:33,11.67,92.75,80.92,83,1,8.03
391,Pundaguitan,PH,2020-11-08 16:58:33,6.37,126.17,82.58,78,100,7.61
392,Anchorage,US,2020-11-08 16:55:56,61.22,-149.9,32.0,92,90,8.05
393,Riviere-Au-Renard,CA,2020-11-08 16:58:34,49.0,-64.4,35.6,55,40,3.36
394,At-Bashi,KG,2020-11-08 16:58:34,41.17,75.81,38.43,50,100,4.61
395,Puerto Carreno,CO,2020-11-08 16:58:34,6.19,-67.49,82.38,78,95,5.57
396,Thunder Bay,CA,2020-11-08 16:58:34,48.4,-89.32,52.0,100,40,8.05
397,Kemijarvi,FI,2020-11-08 16:58:34,66.71,27.43,29.61,93,27,5.44
398,Goderich,CA,2020-11-08 16:58:34,43.75,-81.72,62.6,51,0,8.05
399,Bayji,IQ,2020-11-08 16:58:34,34.93,43.49,73.81,39,83,3.94
400,Vestmannaeyjar,IS,2020-11-08 16:58:34,63.44,-20.27,42.8,75,40,16.11
401,Lithakia,GR,2020-11-08 16:58:35,37.72,20.83,62.6,72,20,4.7
402,Mathbaria,BD,2020-11-08 16:58:35,22.29,89.96,67.59,69,0,4.41
403,Iqaluit,CA,2020-11-08 16:55:17,63.75,-68.51,19.4,73,75,11.41
404,Korla,CN,2020-11-08 16:54:49,41.76,86.15,37.76,64,2,0.78
405,Edea,CM,2020-11-08 16:58:35,3.8,10.13,82.4,88,40,2.24
406,Khasan,RU,2020-11-08 16:58:35,42.43,130.64,32.74,79,0,20.85
407,Constitucion,CL,2020-11-08 16:58:35,-35.33,-72.42,65.23,52,35,8.68
408,Dzaoudzi,YT,2020-11-08 16:58:36,-12.79,45.27,80.6,78,0,3.36
409,Banda Aceh,ID,2020-11-08 16:55:03,5.56,95.32,79.43,79,100,3.13
410,Praya,CV,2020-11-08 16:58:36,14.92,-23.51,87.8,52,40,19.46
411,Amahai,ID,2020-11-08 16:58:36,-3.33,128.92,81.0,89,99,3.51
412,Mareeba,AU,2020-11-08 16:58:36,-17.0,145.43,78.8,74,75,11.41
413,Adwa,ET,2020-11-08 16:58:36,14.16,38.9,68.31,49,80,9.1
414,San Cristobal,VE,2020-11-08 16:58:36,7.77,-72.22,80.6,74,75,4.7
415,Kropotkin,RU,2020-11-08 16:58:36,45.44,40.58,49.12,62,0,5.82
416,La Ronge,CA,2020-11-08 16:58:37,55.1,-105.28,14.0,85,100,11.41
417,Trinidad,BO,2020-11-08 16:58:37,-14.83,-64.9,106.29,24,53,2.95
418,Sidi Ali,DZ,2020-11-08 16:58:37,36.1,0.42,67.51,62,88,2.37
419,Xinqing,CN,2020-11-08 16:58:37,48.23,129.5,9.03,91,0,4.32
420,Kysyl-Syr,RU,2020-11-08 16:58:37,63.9,122.76,-9.27,90,15,4.03
421,Necochea,AR,2020-11-08 16:58:37,-38.55,-58.74,72.36,57,2,12.62
422,Valparaiso,CL,2020-11-08 16:56:58,-33.04,-71.63,59.0,82,90,10.29
423,Lumphat,KH,2020-11-08 16:58:37,13.49,106.98,68.92,89,40,1.52
424,Cidreira,BR,2020-11-08 16:58:38,-30.18,-50.21,70.12,78,95,15.03
425,Bilma,NE,2020-11-08 16:58:38,18.69,12.92,71.4,31,0,2.71
426,Itupiranga,BR,2020-11-08 16:58:38,-5.13,-49.33,91.4,59,40,6.93
427,Fairbanks,US,2020-11-08 16:58:30,64.84,-147.72,35.6,94,90,8.05
428,Mecca,SA,2020-11-08 16:57:28,21.43,39.83,80.64,63,0,5.57
429,Sechura,PE,2020-11-08 16:58:38,-5.56,-80.82,75.0,53,30,9.78
430,Verkhnevilyuysk,RU,2020-11-08 16:58:38,63.45,120.32,-5.62,90,0,2.91
431,Baruun-Urt,MN,2020-11-08 16:58:38,46.68,113.28,24.49,82,0,9.42
432,Mikumi,TZ,2020-11-08 16:58:39,-7.4,36.98,73.76,84,87,4.54
433,Antalaha,MG,2020-11-08 16:58:39,-14.9,50.28,74.46,89,96,10.11
434,Chern,RU,2020-11-08 16:58:39,53.45,36.91,46.63,84,98,14.38
435,Salalah,OM,2020-11-08 16:58:39,17.02,54.09,80.6,78,0,2.24
436,Impfondo,CG,2020-11-08 16:58:39,1.64,18.07,78.04,78,76,1.59
437,Lorengau,PG,2020-11-08 16:58:39,-2.02,147.27,79.61,76,94,3.06
438,Carutapera,BR,2020-11-08 16:58:39,-1.2,-46.02,88.74,54,94,13.06
439,Quelimane,MZ,2020-11-08 16:55:05,-17.88,36.89,81.45,66,100,11.83
440,Maragogi,BR,2020-11-08 16:58:40,-9.01,-35.22,81.32,70,40,11.95
441,Porto Novo,BJ,2020-11-08 16:55:17,6.5,2.6,86.0,74,20,11.41
442,Male,MV,2020-11-08 16:58:40,4.17,73.51,84.2,83,75,3.36
443,Rosamorada,MX,2020-11-08 16:58:40,22.12,-105.21,87.21,52,0,1.59
444,Dicabisagan,PH,2020-11-08 16:58:40,17.08,122.42,78.4,84,100,4.07
445,Ambilobe,MG,2020-11-08 16:58:40,-13.2,49.05,79.07,70,97,12.3
446,Arcos De La Frontera,ES,2020-11-08 16:58:40,36.75,-5.81,70.0,60,40,9.17
447,Lapua,FI,2020-11-08 16:58:41,62.97,23.01,33.01,86,4,1.99
448,Charters Towers,AU,2020-11-08 16:58:41,-20.1,146.27,70.56,73,93,17.9
449,Atar,MR,2020-11-08 16:58:41,20.52,-13.05,98.13,10,23,11.41
450,Dyersburg,US,2020-11-08 16:58:41,36.03,-89.39,75.99,69,1,9.17
451,Udachnyy,RU,2020-11-08 16:58:41,66.42,112.4,-4.0,83,0,11.18
452,Kiunga,PG,2020-11-08 16:58:41,-6.12,141.29,73.98,98,100,0.78
453,Lavrentiya,RU,2020-11-08 16:58:41,65.58,-171.0,25.3,94,46,5.55
454,Rocha,UY,2020-11-08 16:58:42,-34.48,-54.33,72.21,56,0,12.8
455,Longyearbyen,SJ,2020-11-08 16:58:42,78.22,15.64,28.4,79,75,19.46
456,Poya,NC,2020-11-08 16:58:42,-21.35,165.15,69.75,80,20,9.89
457,Eyl,SO,2020-11-08 16:58:42,7.98,49.82,79.84,73,78,16.96
458,Yulara,AU,2020-11-08 16:58:42,-25.24,130.99,80.6,15,62,12.75
459,Santa Maria,BR,2020-11-08 16:58:42,-29.68,-53.81,80.6,57,20,17.22
460,Curvelo,BR,2020-11-08 16:58:43,-18.76,-44.43,92.35,33,0,3.44
461,Vostok,RU,2020-11-08 16:58:43,46.49,135.88,18.59,99,100,4.81
462,Lagunas,PE,2020-11-08 16:58:43,-5.23,-75.68,96.19,41,72,3.8
463,Fukue,JP,2020-11-08 16:58:43,32.69,128.84,58.05,68,0,24.74
464,Pedasi,PA,2020-11-08 16:58:43,7.53,-80.03,80.2,74,24,13.06
465,Ladario,BR,2020-11-08 16:58:43,-19.0,-57.6,104.0,31,20,9.17
466,Yaan,NG,2020-11-08 16:58:43,7.38,8.57,84.18,48,43,2.42
467,Matamoros,MX,2020-11-08 16:58:44,25.53,-103.25,69.8,35,5,3.15
468,Belaya Gora,RU,2020-11-08 16:58:44,68.53,146.42,-9.6,91,98,1.97
469,Batsfjord,NO,2020-11-08 16:58:44,70.63,29.72,32.0,86,75,33.33
470,Poum,NC,2020-11-08 16:58:44,-20.23,164.02,74.97,75,84,20.49
471,Sergeyevka,KZ,2020-11-08 16:58:44,53.88,67.42,36.09,83,83,17.38
472,Aguimes,ES,2020-11-08 16:58:44,27.91,-15.45,72.0,73,75,11.41
473,Okhotsk,RU,2020-11-08 16:58:45,59.38,143.3,5.9,88,0,19.98
474,Guanare,VE,2020-11-08 16:58:45,9.04,-69.74,87.37,62,98,4.85
475,Dhidhdhoo,MV,2020-11-08 16:58:45,6.88,73.1,83.93,73,58,5.82
476,Hauterive,FR,2020-11-08 16:58:45,46.09,3.45,62.6,59,66,3.36
477,Gizo,SB,2020-11-08 16:58:45,-8.1,156.84,82.6,73,93,5.59
478,Xichang,CN,2020-11-08 16:58:45,27.9,102.26,54.66,71,63,2.3
479,Ostrovnoy,RU,2020-11-08 16:58:45,68.05,39.51,37.87,80,77,13.96
480,Saint Paul,US,2020-11-08 16:58:46,44.94,-93.09,66.99,63,1,23.04
481,Treinta Y Tres,UY,2020-11-08 16:58:46,-33.23,-54.38,74.88,56,7,11.5
482,Parana,AR,2020-11-08 16:58:46,-31.73,-60.52,82.0,36,100,4.0
483,Gwadar,PK,2020-11-08 16:58:46,25.12,62.33,75.81,72,0,5.88
484,Quatre Cocos,MU,2020-11-08 16:58:46,-20.21,57.76,73.99,94,40,10.29
485,Nantucket,US,2020-11-08 16:55:51,41.28,-70.1,66.2,55,1,8.05
486,Nicoya,CR,2020-11-08 16:58:46,10.15,-85.45,80.6,83,75,3.36
487,Leningradskiy,RU,2020-11-08 16:58:47,69.38,178.42,18.39,95,100,5.17
488,Usinsk,RU,2020-11-08 16:58:47,65.99,57.53,27.88,99,95,8.81
489,Buala,SB,2020-11-08 16:58:47,-8.14,159.59,81.14,77,77,5.57
490,Talnakh,RU,2020-11-08 16:58:47,69.49,88.4,21.2,92,75,26.84
491,Blagoveshchensk,RU,2020-11-08 16:58:47,50.27,127.53,6.8,60,0,6.71
492,Richards Bay,ZA,2020-11-08 16:56:48,-28.78,32.04,75.9,90,8,10.54
493,Iberia,US,2020-11-08 16:58:47,29.95,-91.75,75.2,94,90,11.41
494,Corinto,GR,2020-11-08 16:54:44,37.94,22.96,61.0,50,40,5.79
495,Salinopolis,BR,2020-11-08 16:58:48,-0.61,-47.36,86.49,63,71,18.21
496,Leninsk,RU,2020-11-08 16:58:48,48.71,45.2,46.4,81,75,13.42
497,Kyzyl-Suu,KG,2020-11-08 16:58:48,42.34,78.01,45.9,47,62,7.81
498,Salvador,SV,2020-11-08 16:58:48,13.83,-88.92,80.6,83,75,10.29
499,Whitianga,NZ,2020-11-08 16:58:48,-36.83,175.7,57.99,86,8,4.0
500,Davila,PH,2020-11-08 16:58:48,18.47,120.58,80.58,81,100,24.63
501,Tynda,RU,2020-11-08 16:58:49,55.17,124.72,-5.1,86,30,4.18
502,Green River,US,2020-11-08 16:56:35,41.53,-109.47,26.6,100,40,8.05
503,Ukiah,US,2020-11-08 16:53:59,39.15,-123.21,48.99,45,75,11.41
504,Puerto Escondido,MX,2020-11-08 16:58:49,15.85,-97.07,84.2,66,20,5.82
505,Gazojak,TM,2020-11-08 16:58:49,41.19,61.4,48.9,55,51,10.22
506,Chapais,CA,2020-11-08 16:58:49,49.78,-74.85,35.6,93,90,9.17
507,Tazmalt,DZ,2020-11-08 16:58:49,36.39,4.4,68.0,77,40,4.7
508,Lata,PT,2020-11-08 16:58:49,40.16,-8.33,64.99,83,67,3.0
509,Waddan,LY,2020-11-08 16:58:50,29.16,16.14,65.7,57,64,10.67
510,Tomatlan,MX,2020-11-08 16:58:50,19.93,-105.25,87.87,55,21,2.44
511,Coueron,FR,2020-11-08 16:58:50,47.22,-1.72,62.01,82,0,5.82
512,Summerside,CA,2020-11-08 16:58:50,46.4,-63.79,41.0,64,74,6.93
513,Yeppoon,AU,2020-11-08 16:58:50,-23.13,150.73,69.8,68,90,9.17
514,Tilichiki,RU,2020-11-08 16:58:51,60.47,166.1,11.5,94,98,11.41
515,Alta Floresta,BR,2020-11-08 16:58:44,-9.88,-56.09,91.47,48,77,6.26
516,Bowen,AU,2020-11-08 16:58:51,-20.02,148.23,75.2,64,40,10.29
517,Caravelas,BR,2020-11-08 16:58:51,-17.71,-39.25,82.76,66,100,10.27
518,Nemuro,JP,2020-11-08 16:58:51,43.32,145.57,44.46,82,97,6.64
519,Kiama,AU,2020-11-08 16:58:52,-34.68,150.87,59.0,87,86,1.95
520,Carballo,ES,2020-11-08 16:58:52,43.21,-8.69,60.8,82,20,12.75
521,Oktyabrskiy,RU,2020-11-08 16:58:52,54.48,53.47,38.93,82,100,13.47
522,Vaitape,PF,2020-11-08 16:58:52,-16.52,-151.75,79.07,76,0,12.57
523,Lac Du Bonnet,CA,2020-11-08 16:58:52,50.25,-96.06,41.0,93,96,11.41
524,Miri,MY,2020-11-08 16:58:53,4.41,114.01,78.8,94,40,3.36
525,Sulecin,PL,2020-11-08 16:58:53,52.44,15.12,45.0,93,90,5.82
526,Kaka,TM,2020-11-08 16:58:53,37.35,59.61,50.14,81,96,4.47
527,Kirakira,SB,2020-11-08 16:58:53,-10.45,161.92,78.75,82,48,3.96
528,Bonavista,CA,2020-11-08 16:53:59,48.65,-53.11,37.99,69,98,3.36
529,Minsk Mazowiecki,PL,2020-11-08 16:58:53,52.18,21.57,48.0,90,0,3.36
530,Santo Antonio Do Ica,BR,2020-11-08 16:58:53,-3.1,-67.94,82.92,71,100,3.56
531,Almaznyy,RU,2020-11-08 16:58:54,48.04,40.05,48.2,93,0,11.18
532,Kuching,MY,2020-11-08 16:58:54,1.55,110.33,77.0,94,40,4.23
533,Nur,PL,2020-11-08 16:58:54,52.67,22.32,42.01,90,0,6.35
534,Gallipoli,TR,2020-11-08 16:58:54,40.41,26.67,60.8,67,0,13.87
535,Plouzane,FR,2020-11-08 16:58:54,48.38,-4.62,60.8,82,75,13.87
536,Coahuayana,MX,2020-11-08 16:58:54,18.73,-103.68,75.2,73,5,3.11
537,Coihaique,CL,2020-11-08 16:58:54,-45.58,-72.07,68.0,45,0,4.7
538,Yangambi,CD,2020-11-08 16:58:55,0.81,24.43,78.21,73,82,1.34
539,Dakoro,NE,2020-11-08 16:58:55,14.51,6.76,83.34,15,7,9.08
540,Virginia Beach,US,2020-11-08 16:58:53,36.85,-75.98,75.0,53,20,5.82
541,Shingu,JP,2020-11-08 16:58:55,33.73,135.98,51.87,74,0,6.78
542,Novikovo,RU,2020-11-08 16:58:55,51.15,37.89,47.62,86,80,14.72
543,Onokhino,RU,2020-11-08 16:58:55,56.92,65.54,32.0,98,75,13.42
544,Brownsville,US,2020-11-08 16:56:28,25.9,-97.5,80.6,65,20,6.93
545,Wajima,JP,2020-11-08 16:58:56,37.4,136.9,49.05,56,43,11.88
546,San Policarpo,PH,2020-11-08 16:58:56,12.18,125.51,77.59,87,99,5.12
547,Hobe Sound,US,2020-11-08 16:55:53,27.06,-80.14,79.0,78,75,23.04
548,Kemi,FI,2020-11-08 16:58:56,65.86,24.82,26.6,92,0,3.36
549,Zychlin,PL,2020-11-08 16:58:56,52.24,19.63,45.0,96,0,1.79
550,Iquique,CL,2020-11-08 16:58:56,-20.22,-70.14,68.0,56,0,14.99
551,Kushiro,JP,2020-11-08 16:58:00,42.98,144.37,39.63,76,67,15.79
552,Vila Velha,BR,2020-11-08 16:58:24,-20.33,-40.29,84.2,74,20,16.11
553,Kavaratti,IN,2020-11-08 16:58:57,10.57,72.64,83.71,75,0,5.59
554,Sarankhola,BD,2020-11-08 16:58:57,22.31,89.79,67.21,69,0,3.06
555,Thai Binh,VN,2020-11-08 16:58:57,20.45,106.33,73.4,64,0,4.7
556,Norrtalje,SE,2020-11-08 16:58:57,59.76,18.7,46.0,87,39,3.58
557,Bend,US,2020-11-08 16:58:57,44.06,-121.32,28.4,86,90,6.93
558,Warstein,DE,2020-11-08 16:58:57,51.45,8.37,53.6,66,0,5.82
559,Kjopsvik,NO,2020-11-08 16:58:58,68.1,16.37,43.0,86,75,25.28
560,Praia,CV,2020-11-08 16:58:58,14.92,-23.51,87.8,52,40,19.46
561,Storforshei,NO,2020-11-08 16:58:58,66.4,14.52,39.99,93,75,10.29
562,Itarema,BR,2020-11-08 16:58:58,-2.92,-39.92,88.48,55,5,21.21
563,Cherepet,RU,2020-11-08 16:58:58,54.12,36.38,46.4,87,90,13.42
564,Ormara,PK,2020-11-08 16:58:59,25.21,64.64,77.65,58,0,8.12
565,Seymchan,RU,2020-11-08 16:58:59,62.88,152.43,-2.49,91,100,3.69
566,Kieta,PG,2020-11-08 16:58:59,-6.22,155.63,79.2,80,84,1.77
567,Xai-Xai,MZ,2020-11-08 16:58:59,-25.05,33.64,87.66,45,0,9.53
568,Massakory,TD,2020-11-08 16:58:59,13.0,15.73,85.21,18,30,8.75
569,Bourail,NC,2020-11-08 16:58:59,-21.57,165.48,69.58,81,31,9.91
570,Bundaberg,AU,2020-11-08 16:59:00,-24.85,152.35,64.4,77,75,8.05
571,Urumqi,CN,2020-11-08 16:59:00,43.8,87.6,39.2,48,0,4.47
